start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,max_pandl,min_pandl,exit_reason,entry_volume
2021-03-18 13:00:00,1798.85,1801.5,1790.65,1793.1,2128.48,3816577.488,2021-03-18 13:00:00,42.53,1823.14,1798.32,1810.73,1835.56,1785.9,1847.97,1773.49,2.74,2.01,6.92,-4.91,15.17,23.55,19.8,20.98,2485.804285714286,22.64,17.63000000000011,-5.69,-0.82,1812.91,1801.26,42.460000000000036,-7.199999999999818,8.160000000000082,19.810000000000173,-27.47,12.530000000000001,-8.38,-4.91,49.659999999999854,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-18 14:00:00,1793.1,1801.0,1783.3,1790.95,4459.05,7985935.5975,2021-03-18 14:00:00,41.69,1822.84,1794.85,1808.85,1836.84,1780.85,1850.83,1766.86,3.09,0.25,5.59,-5.33,14.06,24.86,20.37,21.36,2517.875,32.07,17.899999999999864,3.62,-3.12,1808.28,1797.13,45.88999999999987,-10.100000000000136,6.180000000000064,17.329999999999927,-28.310000000000002,11.689999999999998,-10.799999999999999,-5.34,55.99000000000001,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-18 15:00:00,1790.95,1826.85,1787.55,1823.05,4682.25,8535975.8625,2021-03-18 15:00:00,55.83,1824.05,1796.35,1810.2,1837.9,1782.5,1851.75,1768.65,3.06,1.44,4.76,-3.31,21.75,21.16,19.01,21.18,2740.714285714286,222.83,-12.849999999999909,0.69,10.28,1807.6,1807.5,14.850000000000136,-40.549999999999955,-15.549999999999955,-15.450000000000045,-14.170000000000002,25.83,0.5899999999999999,-3.32,55.40000000000009,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-18 16:00:00,1823.05,1833.0,1811.1,1812.45,4433.51,8035515.1995,2021-03-18 16:00:00,51.39,1824.33,1796.49,1810.41,1838.25,1782.57,1852.17,1768.65,3.07,1.51,4.11,-2.6,22.26,19.43,18.14,21.22,2836.4435714285714,95.72,-2.0399999999999636,1.34,9.93,1807.13,1809.48,25.799999999999955,-29.88000000000011,-2.9700000000000273,-5.319999999999936,-18.61,21.39,2.830000000000002,-2.6000000000000005,55.680000000000064,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-18 17:00:00,1812.45,1824.05,1811.9,1819.45,1439.27,2618679.8015,2021-03-18 17:00:00,53.99,1825.12,1797.42,1811.27,1838.97,1783.58,1852.81,1769.73,3.05,2.1,3.71,-1.6,21.22,18.52,17.33,21.04,2828.0807142857143,-8.36,-8.180000000000064,0.05,0.37,1808.4,1813.46,19.519999999999982,-35.87000000000012,-5.990000000000009,-11.049999999999955,-16.009999999999998,23.990000000000002,2.6999999999999993,-1.6099999999999999,55.3900000000001,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-18 18:00:00,1819.45,1824.25,1790.7,1795.25,4161.64,7471184.21,2021-03-18 18:00:00,45.03,1824.48,1795.01,1809.75,1839.21,1780.28,1853.94,1765.55,3.25,0.61,3.09,-2.47,18.64,23.96,16.98,20.98,2939.325,111.24,14.5,4.25,-9.06,1806.25,1806.18,43.960000000000036,-14.970000000000027,10.930000000000064,11.0,-24.97,15.030000000000001,-5.32,-2.48,58.930000000000064,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-18 19:00:00,1795.25,1798.5,1759.55,1769.2,4068.97,7198821.724,2021-03-18 19:00:00,37.76,1823.81,1787.95,1805.88,1841.74,1770.03,1859.67,1752.1,3.97,-2.63,1.94,-4.58,16.17,31.37,18.05,21.36,3128.950714285714,189.62,36.680000000000064,13.01,-12.45,1800.45,1791.38,72.53999999999996,0.8299999999999272,22.180000000000064,31.25,-32.24,7.759999999999998,-15.2,-4.57,71.71000000000004,0.0,IdleState,lower,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-18 20:00:00,1769.2,1780.7,1759.45,1774.8,2491.09,4421186.532,2021-03-18 20:00:00,40.01,1822.74,1783.1,1802.92,1842.56,1763.29,1862.38,1743.47,4.39,-4.7,0.61,-5.32,15.01,29.14,19.05,21.29,3082.2907142857143,-46.65,28.12000000000012,10.08,-1.4,1797.45,1784.75,67.75999999999999,-11.509999999999991,9.950000000000045,22.65000000000009,-29.990000000000002,10.009999999999998,-14.13,-5.3100000000000005,79.26999999999998,0.0,EntryPreparationState,lower,1774.8,1803.45,0.0,45.12799188640993,1,0.0,None,49.353820148749676,-72.35003380662583,None,0
2021-03-20 17:00:00,1845.85,1849.85,1841.35,1846.3,1343.99,2481408.737,2021-03-20 17:00:00,60.97,1848.12,1824.2,1836.16,1860.07,1812.25,1872.03,1800.29,2.6,9.29,8.44,0.85,33.12,14.48,30.71,25.09,2333.8585714285714,-5.2,-10.139999999999873,2.28,-5.14,1845.08,1847.55,13.769999999999982,-34.049999999999955,1.25,-1.2200000000000273,-9.030000000000001,30.97,18.639999999999997,0.8499999999999996,47.819999999999936,0.0,PositionState,upper,1830.75,1829.95,22.181360098320237,0.0,0,0.0,None,27.998648095043063,14.069930356411259,None,0
2021-03-20 18:00:00,1846.3,1852.4,1844.75,1845.4,1141.85,2107169.99,2021-03-20 18:00:00,60.14,1848.91,1825.17,1837.04,1860.79,1813.29,1872.66,1801.42,2.58,8.88,8.52,0.35,33.13,13.87,31.44,25.51,2205.820714285714,-128.03,-8.360000000000127,1.28,-0.96,1846.21,1846.69,15.389999999999873,-32.11000000000013,1.2899999999999636,0.8099999999999454,-9.86,30.14,19.260000000000005,0.3600000000000012,47.5,0.0,PositionState,upper,1830.75,1829.95,20.706554690700795,0.0,0,0.0,None,32.177263416632925,19.641417451864253,None,0
