start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma,entry_type,entry_volume
2021-03-18 20:00:00,1769.2,1780.7,1759.45,1774.8,2491.09,4421186.532,2021-03-18 20:00:00,40.01,1822.74,1783.1,1802.92,1842.56,1763.29,1862.38,1743.47,-4.7,0.61,-5.32,15.01,29.14,19.05,21.29,3082.2907142857143,-46.65,28.12000000000012,10.08,-1.4,1797.45,1784.75,67.75999999999999,-11.509999999999991,9.950000000000045,22.65000000000009,-29.990000000000002,10.009999999999998,-14.13,-5.3100000000000005,79.26999999999998,PositionState,lower,1774.8,1803.45,0.0,-28.65000000000009,14.899999999999864,-28.65000000000009,-4.920000000000073,0,-4.240000000000009,None,1488.74
2021-03-21 00:00:00,1806.85,1817.75,1787.25,1805.65,5996.75,10828031.6375,2021-03-21 00:00:00,35.3,1844.6,1817.47,1831.04,1858.17,1803.9,1871.74,1790.33,-0.51,4.8,-5.31,19.72,34.78,26.75,24.22,3158.720714285714,380.45,25.389999999999873,8.54,-10.2,1832.71,1816.64,52.51999999999998,-1.75,10.990000000000009,27.059999999999945,-34.7,5.299999999999997,-15.060000000000002,-5.31,54.26999999999998,PositionState,lower,1805.65,1795.75,0.0,9.900000000000091,39.90000000000009,0.0,22.384210526315883,0,26.5,None,2681.4
2021-03-22 01:00:00,1757.85,1767.7,1755.3,1764.25,1857.77,3277570.7225,2021-03-22 01:00:00,38.19,1799.84,1774.08,1786.96,1812.72,1761.2,1825.6,1748.32,-7.36,-6.47,-0.89,16.05,33.38,25.05,30.47,1717.7478571428571,2.9,22.710000000000036,1.37,-2.16,1787.48,1772.49,48.47000000000003,-3.0499999999999545,8.240000000000009,23.230000000000018,-31.810000000000002,8.189999999999998,-17.330000000000002,-0.8900000000000006,51.51999999999998,PositionState,lower,1764.25,1789.25,0.0,-25.0,0.0,-25.0,-13.325000000000045,0,-9.589999999999918,None,1910.08
2021-03-22 20:00:00,1740.2,1746.15,1673.0,1678.3,12818.86,21513892.738,2021-03-22 20:00:00,19.59,1795.35,1744.37,1769.86,1820.84,1718.87,1846.34,1693.38,-13.62,-5.51,-8.1,10.55,50.35,22.5,20.83,2791.037857142857,856.83,91.55999999999995,52.16,-19.71,1763.97,1729.16,142.53999999999996,40.569999999999936,50.86000000000013,85.67000000000007,-50.41,-10.41,-39.8,-8.11,101.97000000000003,PositionState,lower,1678.3,1708.1,0.0,-29.799999999999955,20.59999999999991,-30.700000000000045,-10.87222222222225,0,29.49000000000001,None,6239.72
2021-03-23 21:00:00,1673.8,1679.35,1661.0,1669.75,3820.4,6379112.9,2021-03-23 21:00:00,35.03,1716.42,1685.32,1700.87,1731.96,1669.77,1747.51,1654.22,-10.78,-11.78,0.99,11.28,34.05,35.08,37.48,2088.5107142857146,130.23,31.11999999999989,1.08,-4.11,1701.0,1684.92,62.210000000000036,0.01999999999998181,15.170000000000073,31.25,-34.97,5.030000000000001,-22.769999999999996,1.0,62.190000000000055,PositionState,lower,1669.75,1695.7,0.0,-25.950000000000045,13.400000000000091,-25.950000000000045,-5.645454545454516,0,-0.37999999999988177,None,2404.16
2021-03-24 20:00:00,1636.8,1637.45,1581.05,1612.6,24469.88,39460128.488,2021-03-24 20:00:00,25.05,1717.55,1657.14,1687.35,1747.75,1626.94,1777.96,1596.74,-10.56,-1.42,-9.14,11.21,47.91,29.07,34.18,4241.204285714286,1532.89,74.75,18.18,-11.88,1691.77,1647.03,135.1500000000001,14.340000000000146,34.430000000000064,79.17000000000007,-44.95,-4.949999999999999,-36.699999999999996,-9.14,120.80999999999995,PositionState,lower,1612.6,1617.55,0.0,-4.9500000000000455,57.25,-4.9500000000000455,22.88999999999992,0,41.809999999999945,None,7662.37
2021-03-28 19:00:00,1675.0,1679.85,1662.85,1675.25,3002.11,5029284.7775,2021-03-28 19:00:00,35.32,1713.93,1688.17,1701.05,1726.81,1675.28,1739.7,1662.4,-3.02,1.89,-4.92,16.39,33.64,21.24,25.29,1235.6735714285714,175.87,25.799999999999955,11.0,-8.84,1696.37,1685.87,51.559999999999945,0.029999999999972715,10.61999999999989,21.11999999999989,-34.68,5.32,-17.25,-4.91,51.52999999999997,PositionState,lower,1675.25,1695.5,0.0,-20.25,7.2000000000000455,-20.25,-7.224999999999994,0,-3.3200000000001637,None,1113.32
2021-04-03 18:00:00,2035.45,2068.35,2004.2,2067.85,13335.19,27575172.6415,2021-04-03 18:00:00,47.57,2105.75,2059.89,2082.82,2128.68,2036.95,2151.61,2014.02,4.11,14.76,-10.64,13.11,30.76,23.81,26.69,5878.233571428572,796.9,14.970000000000255,11.02,-4.62,2084.48,2065.26,60.82999999999993,-30.899999999999864,-2.5899999999996908,16.63000000000011,-22.43,17.57,-17.650000000000002,-10.649999999999999,91.72999999999979,PositionState,lower,2067.85,2095.45,0.0,-27.59999999999991,0.0,-27.59999999999991,-13.799999999999955,0,-12.069999999999709,None,6650.96
2021-04-05 06:00:00,2010.65,2026.8,2002.0,2014.4,6618.84,13332991.296,2021-04-05 06:00:00,35.25,2070.95,2025.82,2048.39,2093.52,2003.26,2116.08,1980.69,-8.76,-1.85,-6.91,10.89,31.18,24.7,22.63,3519.3450000000003,249.92,33.98999999999978,13.17,-1.53,2043.72,2022.12,79.11999999999989,-11.1400000000001,7.7199999999998,29.319999999999936,-34.75,5.25,-20.29,-6.91,90.25999999999999,PositionState,lower,2014.4,2045.35,0.0,-30.949999999999818,0.0,-30.949999999999818,-14.924999999999955,0,-11.930000000000064,None,3030.25
2021-04-07 09:00:00,2065.9,2067.2,2022.55,2055.0,11556.26,23748114.3,2021-04-07 09:00:00,35.21,2114.09,2075.56,2094.82,2133.36,2056.29,2152.63,2037.02,-8.46,-2.32,-6.13,11.36,37.09,25.07,19.97,4741.934285714286,609.02,39.820000000000164,12.85,-7.04,2089.38,2070.0,78.36000000000013,1.2899999999999636,15.0,34.38000000000011,-34.79,5.210000000000001,-25.730000000000004,-6.140000000000001,77.07000000000016,PositionState,lower,2055.0,2020.05,0.0,34.950000000000045,90.95000000000005,0.0,61.33250000000004,0,65.36999999999989,None,6820.93
