start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma,entry_volume
2023-09-03 01:00:00,25858.1,25895.1,25843.6,25852.0,583.994,15107104.2541,2023-09-03 01:00:00,0.0001,-0.000578,57211.418,50.48,25866.13,25804.16,25835.15,25897.12,25773.18,25928.11,25742.19,-6.72,-20.38,13.66,25.84,21.38,18.02,26.55,1528.206785714288,-140.64,-16.849999999998545,2.8,2.15,25836.68,25852.21,45.11999999999898,-78.81999999999971,0.20999999999912689,-15.319999999999709,-19.520000000000003,20.479999999999997,4.460000000000001,13.66,123.93999999999869,None,None,25873.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,810.997
2023-09-03 02:00:00,25852.0,25872.0,25841.4,25845.2,375.149,9699613.8021,2023-09-03 02:00:00,0.0001,-0.000599,57334.605,49.48,25866.31,25805.9,25836.1,25896.52,25775.69,25926.73,25745.48,-5.73,-17.45,11.71,25.06,20.95,17.37,25.84,1501.2134285714308,-26.99,-9.100000000002183,-0.22,1.79,25841.58,25849.41,51.31999999999971,-69.51000000000204,4.209999999999127,-3.6199999999989814,-20.520000000000003,19.479999999999997,4.109999999999999,11.719999999999999,120.83000000000175,None,None,25873.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,810.997
2023-09-03 03:00:00,25845.2,25859.9,25840.0,25849.5,266.965,6900128.319,2023-09-03 03:00:00,0.0001,-0.000543,57443.216,50.15,25866.02,25808.74,25837.38,25894.65,25780.11,25923.29,25751.47,-4.55,-14.87,10.31,24.53,20.66,16.74,24.79,1402.7317142857162,-98.48,-12.119999999998981,-6.88,-1.01,25847.52,25849.44,45.150000000001455,-69.38999999999942,-0.06000000000130967,-1.9799999999995634,-19.85,20.15,3.870000000000001,10.32,114.54000000000087,None,None,25873.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,810.997
2023-09-03 04:00:00,25849.5,25867.2,25849.4,25863.9,325.677,8421657.066,2023-09-03 04:00:00,0.0001,-0.000427,57408.445,52.44,25865.37,25814.44,25839.91,25890.83,25788.98,25916.29,25763.52,-2.43,-12.38,9.95,24.86,20.26,16.27,23.49,1280.526500000002,-122.2,-23.9900000000016,-14.55,0.19,25852.13,25855.22,26.93000000000029,-74.92000000000189,-8.680000000000291,-11.770000000000437,-17.560000000000002,22.439999999999998,4.599999999999998,9.950000000000001,101.85000000000218,None,None,25873.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,810.997
2023-09-03 05:00:00,25863.9,25893.9,25861.8,25886.4,770.868,19949246.8938,2023-09-03 05:00:00,0.0001,-0.000503,57430.914,55.85,25870.86,25817.81,25844.33,25897.38,25791.28,25923.91,25764.76,1.05,-9.69,10.75,27.0,19.51,16.26,22.42,973.760642857145,-306.76,-42.06999999999971,0.43,3.21,25856.95,25867.69,10.979999999999563,-95.12000000000262,-18.710000000002765,-29.450000000000728,-14.149999999999999,25.85,7.489999999999998,10.74,106.10000000000218,None,None,25873.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,810.997
2023-09-03 06:00:00,25886.4,25934.1,25878.3,25900.4,1241.677,32169418.815,2023-09-03 06:00:00,0.0001,-0.000314,57542.319,57.87,25878.75,25820.59,25849.67,25907.83,25791.51,25936.91,25762.44,4.89,-6.77,11.67,29.9,18.26,16.83,21.89,912.2407857142878,-61.51,-50.7300000000032,16.77,6.28,25862.77,25880.77,7.430000000000291,-108.89000000000306,-19.63000000000102,-37.63000000000102,-12.130000000000003,27.869999999999997,11.639999999999997,11.66,116.32000000000335,None,None,25873.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,810.997
2023-09-03 07:00:00,25900.4,25940.8,25892.0,25940.8,1183.655,30675394.7224,2023-09-03 07:00:00,0.0001,-0.000412,57799.284,63.12,25892.8,25823.9,25858.35,25927.25,25789.45,25961.69,25755.01,11.06,-3.21,14.27,28.97,17.21,17.44,21.74,894.5670000000019,-17.67,-82.45000000000073,31.92,3.01,25872.66,25904.78,-13.549999999999272,-151.34999999999854,-36.02000000000044,-68.13999999999942,-6.880000000000003,33.12,11.759999999999998,14.27,137.79999999999927,EntryPreparationState,upper,25873.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,810.997
2023-09-03 08:00:00,25940.8,25941.6,25866.0,25873.1,1226.245,31750864.514,2023-09-03 08:00:00,3.091e-05,-0.000353,58042.442,51.53,25892.09,25827.42,25859.75,25924.43,25795.08,25956.76,25762.75,10.37,-0.49,10.86,26.45,18.71,17.42,21.19,758.725142857145,-135.84,-13.349999999998545,10.96,-4.94,25874.37,25892.11,51.330000000001746,-78.0199999999968,19.010000000002037,1.2700000000004366,-18.47,21.53,7.739999999999998,10.86,129.34999999999854,PositionState,upper,25873.1,25859.6,0.0,-13.5,56.900000000001455,-13.5,19.637500000001182,0,-8.889999999999418,810.997
2023-09-03 13:00:00,25883.7,25934.0,25801.1,25876.0,5776.779,149425169.417,2023-09-03 13:00:00,3.091e-05,-0.000479,57787.509,50.33,25909.4,25840.49,25874.94,25943.85,25806.03,25978.31,25771.58,12.92,9.27,3.64,29.34,17.32,19.91,19.3,1648.8607142857165,362.81,-1.0600000000013097,-10.9,0.88,25899.93,25891.28,67.84999999999854,-69.97000000000116,15.279999999998836,23.93000000000029,-19.67,20.33,12.02,3.6500000000000004,137.8199999999997,PositionState,upper,26037.2,25859.6,2.900000000001455,0.0,0.0,0.0,0.0,0,0.0,2787.942
2023-09-03 14:00:00,25876.0,25920.5,25866.0,25910.5,1377.479,35669862.9284,2023-09-03 14:00:00,3.091e-05,-0.00055,57790.156,55.09,25909.48,25847.17,25878.33,25940.64,25816.02,25971.8,25784.86,13.9,10.19,3.7,27.78,16.39,20.33,19.18,1692.4845714285736,43.62,-32.169999999998254,-19.12,-4.93,25902.61,25898.97,30.139999999999418,-94.47999999999956,-11.529999999998836,-7.889999999999418,-14.909999999999997,25.090000000000003,11.39,3.710000000000001,124.61999999999898,PositionState,upper,26037.2,25859.6,37.400000000001455,0.0,0.0,0.0,0.0,0,0.0,2787.942
